City,BHK,Sqft,Bathrooms,Floor,Total_Floors,Distance_to_Center,Has_Swimming_Pool,Has_Gym,Is_Gated_Community,Per_Capita_Income_Lakh,Price_INR
Kolkata,5,4940,5,2,6,26.98,0,0,1,2.5,27611891.0
Kolkata,4,3812,3,8,9,5.01,1,1,1,2.5,39673820.0
Chennai,4,2942,3,15,24,11.19,0,1,0,3.5,27328546.0
Mumbai,3,1698,3,26,28,5.22,1,1,1,4.13,89364128.0
Jaipur,1,635,0,4,14,26.66,0,1,1,1.8,2333290.0
Delhi NCR,3,1914,2,28,35,27.64,1,1,1,4.75,13582253.0
Ahmedabad,5,9790,5,1,7,27.01,1,1,0,2.8,77501274.0
Jaipur,1,653,1,4,10,23.45,0,1,0,1.8,2302439.0
Jaipur,1,427,1,10,20,2.32,0,1,0,1.8,2770941.0
Ahmedabad,1,557,1,11,17,23.72,0,0,1,2.8,2039274.0
Lucknow,5,9582,5,11,14,20.88,0,0,1,1.6,66926903.0
Pune,4,3878,4,10,13,19.58,0,0,0,2.78,29912472.0
Ahmedabad,5,8001,4,0,10,0.27,0,1,1,2.8,74018167.0
Kolkata,2,1182,2,7,11,15.2,0,0,0,2.5,5854855.0
Lucknow,4,3403,4,7,10,21.6,0,1,1,1.6,13827089.0
Pune,4,3760,4,1,10,2.31,0,0,1,2.78,44624930.0
Bangalore,3,1698,3,6,13,21.42,1,1,0,9.8,11410729.0
Pune,1,695,0,9,18,28.1,1,1,1,2.78,5387602.0
Pune,2,1064,2,10,17,8.15,1,1,0,2.78,7546322.0
Mumbai,5,8857,5,9,14,11.34,1,1,1,4.13,304802644.0
Jaipur,3,1879,3,0,4,16.93,0,0,1,1.8,7996510.0
Mumbai,5,5003,5,24,28,23.59,1,1,1,4.13,94007460.0
Pune,5,7466,4,9,13,28.6,1,1,1,2.78,58061725.0
Jaipur,1,487,1,4,13,13.29,0,0,1,1.8,2080922.0
Lucknow,4,2883,3,0,6,16.61,0,0,1,1.6,9491477.0
Hyderabad,3,1488,2,10,18,21.2,0,1,0,5.54,11235902.0
Mumbai,4,3483,4,7,8,16.21,1,1,1,4.13,53398965.0
Hyderabad,3,1730,2,6,6,25.45,1,1,1,5.54,10550319.0
Hyderabad,5,5436,5,5,15,23.19,0,0,0,5.54,23128903.0
Chennai,2,1109,1,9,10,4.18,0,0,0,3.5,8976504.0
Delhi NCR,3,1650,3,33,34,10.12,1,1,1,4.75,19320135.0
Jaipur,2,1178,2,1,9,18.8,0,0,0,1.8,3668269.0
Bangalore,4,2657,4,14,15,26.57,1,1,0,9.8,23621700.0
Ahmedabad,3,1872,3,14,15,17.64,0,1,1,2.8,10796339.0
Pune,4,3364,4,1,8,26.06,0,0,1,2.78,18982711.0
Jaipur,5,8631,4,11,18,12.61,0,1,1,1.8,67061306.0
Mumbai,2,1026,1,40,41,7.44,1,1,1,4.13,31150445.0
Chennai,3,1617,3,6,8,21.76,0,0,1,3.5,7368497.0
Lucknow,3,1915,3,1,6,17.52,1,1,1,1.6,9887114.0
Bangalore,2,911,2,13,15,12.15,1,1,1,9.8,9628922.0
Chennai,5,6968,5,15,20,28.72,0,0,1,3.5,55098692.0
Delhi NCR,2,1175,1,37,39,24.66,1,1,0,4.75,12524461.0
Lucknow,1,527,1,0,5,5.96,0,1,1,1.6,2534464.0
Pune,1,554,1,4,5,14.54,1,1,1,2.78,5301207.0
Mumbai,5,5216,5,23,24,16.39,1,1,1,4.13,146272230.0
Pune,4,2915,4,12,19,26.21,0,1,1,2.78,14879663.0
Delhi NCR,5,6571,5,22,23,5.84,1,1,0,4.75,101368755.0
Kolkata,3,1306,3,8,16,29.85,1,1,0,2.5,6306096.0
Lucknow,5,8246,5,14,21,1.78,0,0,1,1.6,63937914.0
Pune,2,918,2,6,11,2.59,1,1,1,2.78,8717242.0
Hyderabad,3,1900,3,12,16,16.78,0,0,1,5.54,16374316.0
Jaipur,4,2447,4,7,16,13.0,0,0,0,1.8,11625633.0
Mumbai,3,1463,2,5,10,14.1,1,1,1,4.13,38980303.0
Lucknow,5,8920,4,11,21,27.32,0,1,1,1.6,53353311.0
Pune,5,6012,5,5,10,27.76,0,1,0,2.78,43351954.0
Jaipur,5,4549,5,7,10,12.75,1,1,1,1.8,26330691.0
Bangalore,2,1142,2,6,14,6.59,1,1,1,9.8,12395710.0
Lucknow,3,1550,3,15,17,21.64,0,0,0,1.6,5376802.0
Lucknow,5,8096,4,3,7,4.27,0,1,1,1.6,64663296.0
Pune,3,1824,2,1,5,24.57,0,1,1,2.78,11395322.0
Lucknow,5,5275,4,11,11,17.7,0,0,1,1.6,26458416.0
Hyderabad,4,3469,3,11,16,9.81,0,1,1,5.54,34960525.0
Hyderabad,3,1740,2,8,11,26.61,0,1,0,5.54,8752322.0
Pune,4,3869,3,0,1,4.02,0,0,1,2.78,33611780.0
Bangalore,4,3486,4,5,11,14.35,1,1,1,9.8,44499822.0
Delhi NCR,1,642,1,33,33,11.44,1,1,1,4.75,9581109.0
Jaipur,4,3049,3,9,17,17.19,0,1,1,1.8,14098618.0
Delhi NCR,5,6029,5,26,31,10.06,1,1,0,4.75,131922687.0
Pune,4,3505,4,10,16,25.11,0,0,1,2.78,27391690.0
Hyderabad,1,557,1,4,14,9.82,0,1,0,5.54,4991090.0
Kolkata,3,1560,3,10,10,13.45,0,0,1,2.5,8419672.0
Bangalore,1,604,0,21,22,19.66,1,1,0,9.8,4453884.0
Chennai,1,471,1,6,14,26.64,0,0,1,3.5,2266773.0
Jaipur,1,604,0,4,9,10.46,0,1,1,1.8,3189115.0
Hyderabad,5,9816,5,2,9,28.05,1,1,0,5.54,146791772.0
Mumbai,5,9343,5,26,36,15.07,1,1,0,4.13,367671899.0
Bangalore,2,1113,1,1,7,2.38,1,1,0,9.8,18517303.0
Mumbai,3,1656,2,32,34,14.39,1,1,0,4.13,34183239.0
Mumbai,5,5109,5,16,21,7.33,1,1,1,4.13,185908611.0
Delhi NCR,3,1464,2,35,39,23.59,1,1,1,4.75,16581008.0
Bangalore,5,7322,5,21,26,18.25,1,1,1,9.8,67620846.0
Kolkata,2,898,2,10,19,17.29,0,0,1,2.5,4687113.0
Kolkata,2,893,2,5,7,9.18,0,1,0,2.5,6482826.0
Bangalore,2,1177,2,6,10,18.67,1,1,1,9.8,12256005.0
Pune,2,1015,2,7,14,21.96,0,0,1,2.78,5183086.0
Ahmedabad,2,1149,2,12,14,22.95,0,0,1,2.8,3726735.0
Kolkata,1,531,1,13,20,14.5,0,0,1,2.5,2989785.0
Jaipur,1,507,1,3,10,20.54,0,1,1,1.8,2000000.0
Jaipur,2,1033,2,13,13,12.97,0,0,1,1.8,4169288.0
Ahmedabad,2,931,2,12,19,9.22,0,1,1,2.8,5861621.0
Delhi NCR,4,2455,4,19,20,20.67,1,1,0,4.75,24536880.0
Ahmedabad,2,1167,2,15,18,3.91,1,1,0,2.8,9734277.0
Pune,1,573,1,14,15,28.05,0,0,0,2.78,2045309.0
Delhi NCR,4,3005,4,32,33,11.01,1,1,1,4.75,24027863.0
Hyderabad,3,1470,2,3,6,27.86,0,0,1,5.54,7612895.0
Delhi NCR,4,2924,4,34,44,2.8,1,1,1,4.75,49241103.0
Pune,5,9544,5,12,18,6.34,0,1,0,2.78,157747065.0
Ahmedabad,2,1011,2,12,13,24.47,1,1,0,2.8,5257849.0
Kolkata,1,690,1,10,16,26.58,0,0,1,2.5,3052316.0
Hyderabad,4,2434,4,11,12,22.79,0,1,0,5.54,14894437.0
Pune,3,1862,3,1,11,25.15,0,1,0,2.78,9928481.0
Mumbai,1,495,1,5,6,10.0,1,1,1,4.13,13734440.0
Ahmedabad,4,3675,3,6,8,8.9,1,1,1,2.8,24468614.0
Mumbai,3,1953,3,25,34,1.99,1,1,0,4.13,71550601.0
Kolkata,4,3214,4,15,23,1.0,0,0,1,2.5,27543300.0
Pune,3,1368,2,4,9,11.52,0,1,0,2.78,10762363.0
Lucknow,2,897,1,0,3,18.06,0,0,1,1.6,2853662.0
Pune,2,1019,1,9,14,21.73,0,0,1,2.78,5122364.0
Jaipur,1,643,1,12,13,7.15,0,1,1,1.8,3320047.0
Kolkata,3,1407,2,9,15,26.5,0,1,1,2.5,6831727.0
Delhi NCR,5,6779,5,29,36,3.66,1,1,1,4.75,53641902.0
Ahmedabad,1,611,0,9,12,16.34,0,0,0,2.8,2729849.0
Delhi NCR,3,1720,3,14,21,2.29,1,1,1,4.75,28940471.0
Chennai,2,1178,2,0,0,12.04,0,1,1,3.5,9180134.0
Chennai,1,630,1,3,4,9.08,1,1,1,3.5,5140009.0
Jaipur,4,3038,4,4,13,7.84,0,1,1,1.8,16003176.0
Lucknow,2,1195,2,11,19,25.97,0,1,1,1.6,3848003.0
Hyderabad,5,4653,5,5,14,17.84,1,1,0,5.54,44264814.0
Jaipur,4,3378,3,13,19,23.83,0,0,1,1.8,14508448.0
Delhi NCR,4,3370,4,24,31,17.59,1,1,1,4.75,43443620.0
Kolkata,2,811,2,12,17,2.02,0,0,0,2.5,6394762.0
Chennai,1,647,1,8,14,27.57,0,0,1,3.5,3043729.0
Bangalore,3,1496,3,11,12,19.78,1,1,1,9.8,17027727.0
Kolkata,1,649,1,4,14,17.12,0,0,0,2.5,2726975.0
Ahmedabad,5,6939,5,15,20,7.63,1,1,1,2.8,69695600.0
Jaipur,4,2416,3,0,6,25.19,0,0,1,1.8,8410496.0
Jaipur,2,825,2,2,12,22.99,0,1,1,1.8,3349819.0
Kolkata,1,680,0,13,16,25.84,0,0,1,2.5,3428098.0
Delhi NCR,4,3680,4,26,36,7.13,1,1,1,4.75,53626271.0
Pune,2,1046,2,6,10,7.42,0,0,1,2.78,8532138.0
Jaipur,5,5980,5,11,14,13.88,0,1,1,1.8,38533992.0
Lucknow,5,8762,5,1,1,3.64,0,1,1,1.6,65090630.0
Delhi NCR,3,1799,2,39,49,11.18,1,1,0,4.75,16665812.0
Kolkata,2,973,1,9,15,5.04,0,0,1,2.5,6997771.0
Pune,2,803,2,8,10,22.75,0,0,1,2.78,5079678.0
Jaipur,2,1181,2,7,10,17.57,0,1,1,1.8,4138719.0
Pune,1,688,1,10,12,12.64,0,0,0,2.78,5316135.0
Delhi NCR,3,1610,3,8,13,25.84,1,1,1,4.75,15363062.0
Chennai,5,4615,4,6,16,1.26,0,1,1,3.5,51402849.0
Chennai,4,2511,4,10,19,28.26,1,1,1,3.5,21383341.0
Hyderabad,4,2385,4,12,21,15.62,1,1,1,5.54,18355142.0
Hyderabad,5,5706,4,2,10,14.55,0,1,0,5.54,49424135.0
Chennai,1,451,0,11,19,2.91,1,1,0,3.5,4374205.0
Jaipur,4,2994,4,2,11,15.63,1,1,0,1.8,14044716.0
Ahmedabad,1,547,1,1,5,14.17,0,1,0,2.8,2667669.0
Hyderabad,3,1790,3,7,17,22.93,1,1,1,5.54,9741083.0
Chennai,5,6062,5,2,6,9.7,0,1,1,3.5,55593143.0
Hyderabad,1,610,1,14,23,7.94,1,1,1,5.54,6383722.0
Chennai,2,1097,2,12,20,18.37,0,0,1,3.5,7923758.0
Delhi NCR,3,1605,3,36,40,21.52,1,1,0,4.75,23422554.0
Pune,4,2490,3,1,7,0.44,1,1,1,2.78,36613128.0
Bangalore,3,1978,3,27,37,29.24,1,1,1,9.8,15105731.0
Chennai,4,3034,4,6,14,21.38,1,1,0,3.5,18177312.0
Lucknow,3,1869,3,5,13,11.34,0,0,1,1.6,7384203.0
Chennai,5,6334,4,6,12,20.28,0,1,0,3.5,64107218.0
Jaipur,4,3148,4,14,17,15.5,0,0,1,1.8,13251295.0
Lucknow,2,917,2,11,21,17.22,0,1,1,1.6,3181094.0
Delhi NCR,4,3915,3,28,30,2.67,1,1,0,4.75,51779041.0
Chennai,4,2753,3,11,14,17.49,0,1,0,3.5,19835151.0
Kolkata,4,3048,3,8,16,1.66,0,1,0,2.5,26759231.0
Ahmedabad,5,8372,5,14,16,16.54,0,1,0,2.8,64484700.0
Hyderabad,4,2459,4,11,16,19.25,1,1,1,5.54,23085052.0
Mumbai,1,582,1,32,35,26.11,1,1,0,4.13,3311215.0
Mumbai,3,1390,3,37,46,18.64,1,1,0,4.13,29957710.0
Delhi NCR,3,1910,3,9,19,3.29,1,1,1,4.75,30133266.0
Delhi NCR,1,498,1,14,22,29.13,1,1,1,4.75,3073262.0
Hyderabad,4,2727,4,9,12,24.34,0,1,1,5.54,14984359.0
Lucknow,4,2634,3,7,14,8.7,0,0,1,1.6,9231711.0
Jaipur,4,3186,3,14,23,15.64,0,0,0,1.8,15066828.0
Kolkata,5,8588,5,8,12,10.96,1,1,1,2.5,94803689.0
Bangalore,5,6208,5,36,46,6.66,1,1,1,9.8,126381941.0
Delhi NCR,5,7663,4,33,43,22.86,1,1,1,4.75,121992663.0
Pune,1,507,1,7,13,3.01,1,1,1,2.78,7291095.0
Chennai,5,5982,5,7,8,23.63,1,1,1,3.5,50774095.0
Kolkata,1,443,1,5,6,21.89,0,0,1,2.5,2042015.0
Jaipur,4,3023,4,8,17,3.39,1,1,1,1.8,20803846.0
Mumbai,5,7272,5,10,12,9.93,1,1,0,4.13,319840256.0
Kolkata,1,684,1,12,16,7.01,1,1,0,2.5,5521098.0
Kolkata,4,2867,4,10,15,18.22,0,1,1,2.5,15185392.0
Ahmedabad,2,847,2,1,6,20.84,1,1,0,2.8,3599942.0
Jaipur,1,568,1,3,6,23.72,1,1,1,1.8,2114381.0
Delhi NCR,1,402,0,8,13,8.84,1,1,1,4.75,5484800.0
Ahmedabad,4,3065,3,6,14,3.33,0,0,1,2.8,19086383.0
Bangalore,1,472,0,33,39,26.02,1,1,0,9.8,3899691.0
Ahmedabad,5,6185,5,1,3,5.56,0,1,1,2.8,48749116.0
Kolkata,2,1029,2,2,10,15.78,0,1,0,2.5,5868972.0
Mumbai,3,1448,3,27,37,14.65,1,1,1,4.13,30309093.0
Ahmedabad,3,1969,2,13,23,29.84,0,0,1,2.8,7344983.0
Hyderabad,2,1142,1,13,21,15.52,0,1,0,5.54,11011824.0
Hyderabad,2,909,2,12,16,0.97,0,1,0,5.54,12793293.0
Bangalore,2,1155,2,25,30,2.61,1,1,0,9.8,11745238.0
Delhi NCR,4,2517,3,30,37,20.4,1,1,1,4.75,26517539.0
Delhi NCR,4,3450,3,36,43,26.84,1,1,1,4.75,25919711.0
Chennai,4,3927,4,3,9,12.68,0,0,1,3.5,27110970.0
Jaipur,5,6346,5,9,19,13.45,0,0,1,1.8,37542308.0
Pune,1,454,1,3,7,2.5,0,0,1,2.78,4139778.0
Hyderabad,1,631,1,11,19,3.87,0,0,0,5.54,5927015.0
Bangalore,5,5769,5,28,36,27.1,1,1,0,9.8,75543122.0
Mumbai,1,403,1,28,29,1.31,1,1,0,4.13,13231182.0
Bangalore,3,1854,3,36,44,18.43,1,1,1,9.8,18337081.0
Kolkata,3,1838,3,4,11,4.39,1,1,1,2.5,15134594.0
Ahmedabad,3,1878,2,13,18,16.93,1,1,1,2.8,9594708.0
Mumbai,2,841,2,25,35,20.71,1,1,1,4.13,12414540.0
Hyderabad,5,5794,4,7,12,22.55,0,0,0,5.54,60535697.0
Pune,3,1741,3,3,8,8.52,0,0,1,2.78,12371102.0
Lucknow,3,1505,3,14,23,25.74,0,1,0,1.6,4401207.0
Mumbai,4,3568,4,24,31,13.07,1,1,1,4.13,95098299.0
Lucknow,5,6516,5,14,14,5.9,0,1,0,1.6,43552010.0
Delhi NCR,4,2876,4,30,40,11.29,1,1,1,4.75,32072466.0
Ahmedabad,2,1150,2,12,20,22.33,1,1,1,2.8,7037371.0
Delhi NCR,2,1130,2,22,29,23.56,1,1,1,4.75,11408964.0
Hyderabad,5,4963,4,1,10,24.7,0,1,0,5.54,32018953.0
Ahmedabad,4,3269,4,13,21,27.43,1,1,0,2.8,15258731.0
Mumbai,1,449,1,8,17,26.97,1,1,1,4.13,6269227.0
Bangalore,1,423,1,2,2,19.34,1,1,1,9.8,4748789.0
Delhi NCR,1,459,1,7,12,13.94,1,1,0,4.75,4057645.0
Jaipur,1,538,1,8,10,2.96,0,1,1,1.8,2667584.0
Ahmedabad,1,446,1,14,19,8.85,0,0,1,2.8,2561485.0
Lucknow,1,479,1,5,12,26.47,0,0,1,1.6,2000000.0
Kolkata,3,1784,3,4,14,2.49,0,1,1,2.5,17791339.0
Lucknow,4,2899,4,2,11,11.75,0,1,1,1.6,11245324.0
Pune,2,958,1,8,11,9.54,0,1,0,2.78,7897526.0
Bangalore,5,4692,5,6,9,28.56,1,1,1,9.8,47841971.0
Hyderabad,1,632,1,13,22,23.24,0,1,1,5.54,4082825.0
Hyderabad,1,630,0,5,7,20.68,0,0,0,5.54,3566103.0
Bangalore,3,1425,3,22,31,9.57,1,1,0,9.8,19156963.0
Ahmedabad,3,1521,3,9,9,5.99,1,1,0,2.8,12616713.0
Kolkata,3,1671,3,14,20,6.42,0,1,1,2.5,13922313.0
Delhi NCR,5,6801,5,27,27,25.2,1,1,1,4.75,113412545.0
Chennai,5,9673,5,7,16,26.93,0,0,1,3.5,69468980.0
Jaipur,2,1078,2,14,17,13.88,0,1,0,1.8,5083451.0
Pune,3,1301,3,10,11,9.54,0,0,0,2.78,10324255.0
Delhi NCR,3,1416,2,17,21,4.42,1,1,1,4.75,20143657.0
Hyderabad,1,685,1,7,15,10.3,0,0,1,5.54,6889798.0
Pune,5,8984,5,1,3,14.14,0,1,1,2.78,107041196.0
Hyderabad,3,1580,3,5,10,22.5,0,1,1,5.54,9705958.0
Ahmedabad,1,558,1,5,14,19.14,0,1,1,2.8,2860670.0
Pune,1,528,1,1,7,22.98,0,1,0,2.78,2406638.0
Hyderabad,4,2990,4,6,15,23.88,0,0,0,5.54,16237988.0
Jaipur,3,1761,3,15,25,13.84,1,1,0,1.8,9073302.0
Delhi NCR,1,462,1,22,32,20.68,1,1,1,4.75,3325739.0
Pune,3,1497,2,12,13,21.07,0,1,0,2.78,11771728.0
Pune,4,2874,4,0,0,17.64,0,1,0,2.78,16511134.0
Jaipur,3,1783,3,10,20,3.98,0,0,1,1.8,9526953.0
Pune,4,3452,4,5,5,10.46,1,1,1,2.78,36295162.0
Delhi NCR,1,529,0,2,10,3.8,1,1,0,4.75,8424338.0
Mumbai,1,594,0,6,7,24.33,1,1,1,4.13,10083860.0
Kolkata,5,9279,5,12,22,7.84,0,0,1,2.5,111648063.0
Chennai,5,7391,5,12,19,5.33,0,0,0,3.5,91316389.0
Bangalore,5,9884,5,21,28,8.03,1,1,1,9.8,227665111.0
Ahmedabad,5,9272,5,8,17,13.79,0,0,0,2.8,64281814.0
Ahmedabad,2,1079,2,14,23,21.89,1,1,1,2.8,5044317.0
Hyderabad,5,6518,5,9,14,23.88,0,1,0,5.54,57257158.0
Delhi NCR,4,3626,4,5,7,22.14,1,1,1,4.75,27996928.0
Pune,3,1510,3,8,13,24.87,0,1,1,2.78,11181208.0
Ahmedabad,1,468,1,6,9,5.56,0,1,1,2.8,3318719.0
Kolkata,3,1745,2,12,16,10.18,1,1,0,2.5,13040028.0
Lucknow,1,455,1,7,14,6.54,0,0,1,1.6,2000000.0
Lucknow,1,668,0,10,11,29.74,0,0,0,1.6,2000000.0
Bangalore,1,410,0,15,22,28.01,1,1,1,9.8,2851362.0
Jaipur,2,1008,2,6,13,22.26,1,1,1,1.8,4113319.0
Chennai,2,977,2,7,12,1.51,0,1,1,3.5,8066710.0
Kolkata,4,2381,4,3,7,23.16,1,1,1,2.5,13711076.0
Mumbai,4,3785,4,34,39,15.28,1,1,1,4.13,126550338.0
Delhi NCR,3,1413,3,0,8,3.79,1,1,1,4.75,17298839.0
Pune,1,502,1,12,19,7.86,1,1,1,2.78,4964524.0
Hyderabad,3,1999,3,12,17,23.1,0,1,0,5.54,9088235.0
Chennai,3,1760,3,6,6,28.61,0,1,0,3.5,9876375.0
Chennai,2,1158,2,8,8,29.24,0,1,1,3.5,5537443.0
Bangalore,2,850,1,14,14,15.6,1,1,1,9.8,9479318.0
Hyderabad,1,565,0,4,10,12.1,0,1,0,5.54,4105356.0
Chennai,3,1617,3,14,17,12.52,1,1,1,3.5,15647065.0
Mumbai,4,2616,4,0,5,6.24,1,1,0,4.13,57741470.0
Jaipur,4,3499,4,11,21,2.88,0,1,1,1.8,22431793.0
Hyderabad,2,803,2,5,13,29.12,0,1,1,5.54,5265880.0
Chennai,3,1480,3,10,10,20.55,1,1,1,3.5,13979174.0
Lucknow,4,2540,3,5,12,5.55,0,0,1,1.6,12757024.0
Ahmedabad,1,562,1,9,19,2.41,0,0,0,2.8,3528616.0
Ahmedabad,1,457,1,6,8,27.49,1,1,1,2.8,2180489.0
Mumbai,2,859,2,27,35,2.88,1,1,1,4.13,21626470.0
Kolkata,4,3714,4,5,8,5.51,0,1,1,2.5,27322417.0
Delhi NCR,2,956,2,19,25,9.9,1,1,1,4.75,9494745.0
Jaipur,4,3776,4,3,8,12.26,1,1,0,1.8,19154823.0
Jaipur,1,687,0,11,19,28.56,1,1,1,1.8,2973389.0
Hyderabad,4,2256,4,4,11,26.62,0,1,0,5.54,10505436.0
Kolkata,1,559,1,3,7,14.19,0,1,1,2.5,3890390.0
Mumbai,4,3811,4,28,28,19.67,1,1,0,4.13,99565534.0
Jaipur,2,1002,2,9,16,8.17,0,0,1,1.8,4866404.0
Jaipur,3,1342,3,4,4,15.61,1,1,1,1.8,6665694.0
Bangalore,4,3872,3,0,2,18.87,1,1,1,9.8,35708707.0
Kolkata,1,606,0,3,13,27.0,1,1,1,2.5,3402798.0
Kolkata,5,8752,5,10,14,17.45,0,0,1,2.5,82969184.0
Pune,3,1679,2,9,18,7.43,0,1,1,2.78,14021011.0
Mumbai,4,3917,4,34,34,7.96,1,1,1,4.13,62365906.0
Mumbai,5,8894,5,24,28,26.69,1,1,0,4.13,292819168.0
Lucknow,1,452,0,15,22,19.88,0,0,0,1.6,2000000.0
Chennai,1,564,1,15,25,26.83,0,1,1,3.5,2731673.0
Hyderabad,4,2588,3,4,8,15.31,0,1,1,5.54,16864250.0
Kolkata,4,2995,4,10,15,28.51,0,0,1,2.5,12201249.0
Ahmedabad,1,443,1,9,10,0.49,0,1,0,2.8,3025841.0
Bangalore,3,1558,2,38,47,11.29,1,1,1,9.8,19365717.0
Mumbai,5,5379,4,23,30,14.64,1,1,1,4.13,135744015.0
Chennai,2,919,1,12,13,25.01,0,1,1,3.5,4909643.0
Chennai,1,696,1,4,10,3.16,1,1,1,3.5,6349775.0
Ahmedabad,1,570,0,4,10,17.45,0,1,1,2.8,2787477.0
Chennai,2,1015,1,14,22,25.23,0,0,0,3.5,5386771.0
Chennai,2,1152,2,2,2,0.32,1,1,1,3.5,12131982.0
Delhi NCR,4,3824,3,22,25,19.7,1,1,0,4.75,48880984.0
Delhi NCR,4,3069,4,13,18,2.29,1,1,0,4.75,45546265.0
Kolkata,2,927,1,15,15,30.0,0,0,1,2.5,3473494.0
Delhi NCR,2,821,2,28,35,0.71,1,1,1,4.75,14145544.0
Pune,3,1712,3,2,5,11.66,0,0,0,2.78,13276377.0
Mumbai,4,3333,4,5,8,8.36,1,1,0,4.13,67490471.0
Chennai,3,1956,3,3,5,2.52,1,1,1,3.5,15821872.0
Chennai,4,3945,3,14,17,28.07,0,1,1,3.5,24546970.0
Lucknow,4,2536,4,14,18,13.43,0,0,1,1.6,10147553.0
Pune,4,3864,4,10,10,8.52,1,1,1,2.78,36060497.0
Pune,1,630,1,11,18,24.89,0,0,0,2.78,2827917.0
Pune,4,3648,4,3,9,8.75,0,1,1,2.78,33669300.0
Delhi NCR,1,443,0,33,42,3.32,1,1,1,4.75,6033097.0
Ahmedabad,4,3667,3,3,3,27.67,0,1,1,2.8,15539544.0
Lucknow,4,3551,4,11,21,12.29,0,1,0,1.6,15751578.0
Bangalore,5,6751,5,7,9,10.17,1,1,1,9.8,85789485.0
Hyderabad,4,3212,4,5,13,17.9,1,1,1,5.54,24664783.0
Bangalore,3,1936,3,20,25,16.86,1,1,0,9.8,22497292.0
Chennai,2,919,2,8,10,7.47,0,1,1,3.5,7230840.0
Ahmedabad,2,1058,2,3,7,3.82,0,1,0,2.8,5736785.0
Chennai,2,850,1,8,16,11.78,1,1,0,3.5,6447565.0
Lucknow,4,2485,4,14,22,18.27,0,0,1,1.6,8052970.0
Ahmedabad,2,977,2,13,14,23.72,0,0,1,2.8,4260078.0
Chennai,3,1752,2,13,14,13.33,1,1,0,3.5,14837947.0
Kolkata,3,1752,2,4,14,1.28,0,0,1,2.5,11304599.0
Chennai,3,1325,2,0,1,1.06,0,0,1,3.5,12767854.0
Hyderabad,3,1667,3,10,12,21.21,0,0,1,5.54,8296289.0
Kolkata,4,2255,4,13,22,11.69,0,1,0,2.5,16953951.0
Jaipur,2,1169,2,9,12,20.49,1,1,1,1.8,5382841.0
Chennai,1,570,1,8,9,12.22,0,0,1,3.5,3147366.0
Ahmedabad,4,3625,3,9,18,22.64,0,0,0,2.8,13800693.0
Pune,4,3024,3,8,11,17.56,0,0,0,2.78,20638829.0
Mumbai,2,1025,1,1,8,15.32,1,1,0,4.13,17129782.0
Kolkata,5,8132,5,13,23,16.97,0,1,0,2.5,70951205.0
Hyderabad,5,7847,5,2,11,20.26,1,1,1,5.54,119550433.0
Delhi NCR,4,2731,4,33,40,18.27,1,1,1,4.75,23149551.0
Lucknow,5,6772,5,7,9,26.53,1,1,1,1.6,35146009.0
Kolkata,4,3858,4,14,18,17.96,0,1,0,2.5,27440589.0
Chennai,3,1762,3,5,8,18.97,0,1,1,3.5,11706964.0
Chennai,2,810,2,9,12,0.92,0,0,1,3.5,5579958.0
Mumbai,2,1075,2,30,38,15.56,1,1,0,4.13,26694025.0
Kolkata,4,2632,4,3,12,25.67,0,1,1,2.5,11503484.0
Delhi NCR,1,456,0,0,4,17.64,1,1,0,4.75,5290687.0
Jaipur,2,1173,2,14,24,12.01,0,1,1,1.8,5355597.0
Kolkata,5,7515,5,2,8,28.58,1,1,0,2.5,72122556.0
Mumbai,1,502,0,14,19,13.65,1,1,1,4.13,15697704.0
Kolkata,5,6116,5,5,13,19.59,0,0,1,2.5,37531515.0
Ahmedabad,4,2976,4,1,4,12.16,0,0,1,2.8,14987622.0
Mumbai,4,3216,4,18,23,0.47,1,1,1,4.13,123819177.0
Pune,2,928,1,6,8,12.85,1,1,0,2.78,9155001.0
Ahmedabad,4,3264,3,9,10,17.41,1,1,1,2.8,20290589.0
Hyderabad,1,424,0,6,14,16.98,0,0,1,5.54,3609086.0
Ahmedabad,5,9506,4,5,10,23.83,0,1,1,2.8,69243128.0
Chennai,1,422,0,15,25,26.07,1,1,1,3.5,2658228.0
Ahmedabad,5,5590,5,12,13,15.36,1,1,0,2.8,40057956.0
Ahmedabad,3,1486,3,10,16,13.34,1,1,0,2.8,9831693.0
Ahmedabad,3,1577,3,3,3,2.1,1,1,1,2.8,13188927.0
Bangalore,2,1032,2,17,22,15.72,1,1,0,9.8,11574662.0
Mumbai,4,3222,4,28,30,10.86,1,1,0,4.13,96462963.0
Delhi NCR,1,665,1,18,26,28.24,1,1,0,4.75,2509256.0
Hyderabad,5,7524,4,11,18,23.95,0,0,1,5.54,71063929.0
Mumbai,4,3063,4,39,49,17.31,1,1,1,4.13,73887319.0
Kolkata,3,1330,3,15,19,29.07,0,1,1,2.5,7686094.0
Hyderabad,3,1917,3,12,14,28.38,0,0,1,5.54,7601340.0
Jaipur,4,3622,3,0,4,4.61,1,1,0,1.8,26855744.0
Lucknow,5,5734,5,7,11,15.2,0,1,0,1.6,28761117.0
Delhi NCR,2,1095,2,26,36,22.32,1,1,0,4.75,10916764.0
Chennai,1,541,1,12,22,1.55,1,1,0,3.5,7286552.0
Bangalore,1,687,1,6,14,29.95,1,1,1,9.8,6197480.0
